,user_id,pr_score,score,lag,session_id,primacy,recency,total_comparisons,norm_primacy,norm_recency,Duration__in_seconds_,Gender,BIG5_1,BIG5_2,BIG5_3,BIG5_4,BIG5_5,BIG5_6,BIG5_7,BIG5_8,BIG5_9,BIG5_10,BIG5_11,BIG5_12,BIG5_13,BIG5_14,BIG5_15,BIG5_16,BIG5_17,BIG5_18,BIG5_19,BIG5_20,BIG5_21,BIG5_22,BIG5_23,BIG5_24,BIG5_25,BIG5_26,BIG5_27,BIG5_28,BIG5_29,BIG5_30,BIG5_31,BIG5_32,BIG5_33,BIG5_34,BIG5_35,BIG5_36,BIG5_37,BIG5_38,BIG5_39,BIG5_40,BIG5_41,BIG5_42,BIG5_43,BIG5_44,BIG5_6n,BIG5_21n,BIG5_31n,BIG5_2n,BIG5_12n,BIG5_27n,BIG5_37n,BIG5_8n,BIG5_18n,BIG5_23n,BIG5_28n,BIG5_43n,BIG5_9n,BIG5_24n,BIG5_34n,BIG5_35n,BIG5_41n,extro,agree,conc,neuro,openes,age_group
10,uid10_11,1.0,4,2,11,1,0,1,1.0,0.0,297.00,2.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.63,3.67,4.11,3.5,3.22,22-26
11,uid10_11,1.0,4,5,11,1,0,1,1.0,0.0,297.00,2.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.63,3.67,4.11,3.5,3.22,22-26
12,uid10_11,1.0,4,7,11,1,0,1,1.0,0.0,297.00,2.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.63,3.67,4.11,3.5,3.22,22-26
13,uid10_11,1.0,5,1,11,1,0,1,1.0,0.0,297.00,2.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.63,3.67,4.11,3.5,3.22,22-26
14,uid10_11,-1.0,5,4,11,0,1,1,0.0,1.0,297.00,2.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.63,3.67,4.11,3.5,3.22,22-26
15,uid10_11,-1.0,5,5,11,0,1,1,0.0,1.0,297.00,2.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.63,3.67,4.11,3.5,3.22,22-26
16,uid11_11,-1.0,4,1,11,0,1,1,0.0,1.0,192.00,2.0,4.0,2.0,4.0,1.0,4.0,1.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,1.0,5.0,3.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0,3.0,1.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,4.63,4.56,4.0,2.25,3.78,22-26
17,uid11_11,1.0,4,3,11,1,0,1,1.0,0.0,192.00,2.0,4.0,2.0,4.0,1.0,4.0,1.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,1.0,5.0,3.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0,3.0,1.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,4.63,4.56,4.0,2.25,3.78,22-26
18,uid11_11,-1.0,4,4,11,0,1,1,0.0,1.0,192.00,2.0,4.0,2.0,4.0,1.0,4.0,1.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,1.0,5.0,3.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0,3.0,1.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,4.63,4.56,4.0,2.25,3.78,22-26
19,uid11_11,-1.0,5,1,11,0,1,1,0.0,1.0,192.00,2.0,4.0,2.0,4.0,1.0,4.0,1.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,1.0,5.0,3.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0,3.0,1.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,4.63,4.56,4.0,2.25,3.78,22-26
20,uid11_11,1.0,5,3,11,1,0,1,1.0,0.0,192.00,2.0,4.0,2.0,4.0,1.0,4.0,1.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,1.0,5.0,3.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0,3.0,1.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,4.63,4.56,4.0,2.25,3.78,22-26
21,uid11_11,-1.0,5,4,11,0,1,1,0.0,1.0,192.00,2.0,4.0,2.0,4.0,1.0,4.0,1.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,1.0,5.0,3.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0,3.0,1.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,4.63,4.56,4.0,2.25,3.78,22-26
22,uid12_11,1.0,4,1,11,1,0,1,1.0,0.0,178.00,2.0,4.0,1.0,5.0,2.0,5.0,2.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,2.0,3.0,3.0,4.0,1.0,5.0,2.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,5.0,4.33,3.0,3.56,22-26
23,uid12_11,-1.0,4,5,11,0,1,1,0.0,1.0,178.00,2.0,4.0,1.0,5.0,2.0,5.0,2.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,2.0,3.0,3.0,4.0,1.0,5.0,2.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,5.0,4.33,3.0,3.56,22-26
24,uid12_11,-1.0,4,6,11,0,1,1,0.0,1.0,178.00,2.0,4.0,1.0,5.0,2.0,5.0,2.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,2.0,3.0,3.0,4.0,1.0,5.0,2.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,5.0,4.33,3.0,3.56,22-26
25,uid12_11,1.0,5,3,11,1,0,1,1.0,0.0,178.00,2.0,4.0,1.0,5.0,2.0,5.0,2.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,2.0,3.0,3.0,4.0,1.0,5.0,2.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,5.0,4.33,3.0,3.56,22-26
26,uid14_11,0.0,4,1,11,4,4,8,0.5,0.5,177.00,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.78,3.33,2.75,2.89,22-26
27,uid14_11,-0.4285714285714286,4,2,11,2,5,7,0.2857142857142857,0.7142857142857143,177.00,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.78,3.33,2.75,2.89,22-26
28,uid14_11,-0.3333333333333333,4,3,11,2,4,6,0.3333333333333333,0.6666666666666666,177.00,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.78,3.33,2.75,2.89,22-26
29,uid14_11,-0.6000000000000001,4,4,11,1,4,5,0.2,0.8,177.00,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.78,3.33,2.75,2.89,22-26
30,uid14_11,-0.5,4,5,11,1,3,4,0.25,0.75,177.00,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.78,3.33,2.75,2.89,22-26
31,uid14_11,-1.0,4,6,11,0,3,3,0.0,1.0,177.00,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.78,3.33,2.75,2.89,22-26
32,uid14_11,-1.0,4,7,11,0,2,2,0.0,1.0,177.00,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.78,3.33,2.75,2.89,22-26
33,uid15_11,-0.3333333333333333,4,1,11,1,2,3,0.3333333333333333,0.6666666666666666,278.00,1.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.75,3.67,3.78,2.88,2.78,26-30
34,uid15_11,-1.0,4,2,11,0,4,4,0.0,1.0,278.00,1.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.75,3.67,3.78,2.88,2.78,26-30
35,uid15_11,-1.0,4,3,11,0,2,2,0.0,1.0,278.00,1.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.75,3.67,3.78,2.88,2.78,26-30
36,uid15_11,-1.0,4,4,11,0,2,2,0.0,1.0,278.00,1.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.75,3.67,3.78,2.88,2.78,26-30
37,uid15_11,-1.0,4,5,11,0,2,2,0.0,1.0,278.00,1.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.75,3.67,3.78,2.88,2.78,26-30
38,uid15_11,-1.0,4,6,11,0,1,1,0.0,1.0,278.00,1.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.75,3.67,3.78,2.88,2.78,26-30
39,uid15_11,-1.0,4,7,11,0,1,1,0.0,1.0,278.00,1.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.75,3.67,3.78,2.88,2.78,26-30
40,uid15_11,0.0,5,2,11,1,1,2,0.5,0.5,278.00,1.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.75,3.67,3.78,2.88,2.78,26-30
